1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,3667	-0,4667	-0,3667	0	0	0	-0,3333	2,6667	-0,3333	0	0	0	-0,3	-0,2	-0,3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
